disease_id,name,alias
D000163,Acquired Immunodeficiency Syndrome,"Acquired Immune Deficiency Syndrome#Acquired Immuno Deficiency Syndrome#Acquired Immuno-Deficiency Syndrome#Acquired Immunodeficiency Syndromes#Acquired Immuno-Deficiency Syndromes#AIDS#Immunodeficiency Syndrome, Acquired#Immuno-Deficiency Syndrome, Acquired#Immunodeficiency Syndromes, Acquired#Immuno-Deficiency Syndromes, Acquired#Immunologic Deficiency Syndrome, Acquired#Syndrome, Acquired Immunodeficiency#Syndrome, Acquired Immuno-Deficiency#Syndromes, Acquired Immunodeficiency#Syndromes, Acquired Immuno-Deficiency"
D000169,Acrodermatitis,"Acrodermatitides#Acrodermatitis Papulosa Infantum#Acrodermatitis Papulosa Infantums#Acropapulo Vesicular Syndrome#Acropapulo-Vesicular Syndrome#Acropapulo-Vesicular Syndromes#Childhood Papular Acrodermatitides#Childhood Papular Acrodermatitis#Erythemato Vesiculo Papulous Eruptive Syndrome#Erythemato-Vesiculo-Papulous Eruptive Syndrome#Erythemato-Vesiculo-Papulous Eruptive Syndromes#Gianotti Crosti Syndrome#Gianotti-Crosti Syndrome#Infantile Papular Acrodermatitides#Infantile Papular Acrodermatitis#Papular Acrodermatitides, Infantile#Papular Acrodermatitis, Infantile#Papular Acrodermatitis of Childhood#Papulovesicular Acrolocated Syndrome#Papulovesicular Acrolocated Syndromes#Syndrome, Acropapulo-Vesicular#Syndrome, Erythemato-Vesiculo-Papulous Eruptive#Syndrome, Gianotti-Crosti#Syndromes, Acropapulo-Vesicular#Syndromes, Erythemato-Vesiculo-Papulous Eruptive#Syndromes, Papulovesicular Acrolocated"
D000172,Acromegaly,"Hypersecretion Syndrome, Somatotropin (Acromegaly)#Hypersecretion Syndromes, Somatotropin (Acromegaly)#Inappropriate GH Secretion Syndrome (Acromegaly)#Inappropriate Growth Hormone Secretion Syndrome (Acromegaly)#Somatotropin Hypersecretion Syndrome (Acromegaly)#Somatotropin Hypersecretion Syndromes (Acromegaly)#Syndrome, Somatotropin Hypersecretion (Acromegaly)#Syndromes, Somatotropin Hypersecretion (Acromegaly)"
D000193,Actinomycetales Infections,"Actinomycetales Infection#Actinomycete Infection#Actinomycete Infections#Infection, Actinomycetales#Infection, Actinomycete#Infections, Actinomycetales#Infections, Actinomycete"
D000196,Actinomycosis,"Actinomyces Infection#Actinomyces Infections#Actinomycoses#Infection, Actinomyces#Infections, Actinomyces"
D000208,Acute Disease,"Acute Diseases#Disease, Acute#Diseases, Acute"
D000219,Adams-Stokes Syndrome,"Adams Stokes Syndrome#Adam Stokes Attacks#Adam-Stokes Attacks#Attacks, Adam-Stokes#Attacks, Stokes-Adams#Stokes Adams Attacks#Stokes-Adams Attacks#Stokes Adams Syndrome#Stokes-Adams Syndrome#Syndrome, Adams-Stokes#Syndrome, Stokes-Adams"
D000224,Addison Disease,"Addison's Disease#Addisons Disease#Adrenal Insufficiency, Primary#Adrenocortical Insufficiencies, Primary#Adrenocortical Insufficiency, Primary#Disease, Addison#Hypoadrenalism, Primary#Hypoadrenalisms, Primary#Insufficiencies, Primary Adrenocortical#Insufficiency, Primary Adrenocortical#Primary Adrenal Insufficiency#Primary Adrenocortical Insufficiencies#Primary Adrenocortical Insufficiency#Primary Hypoadrenalism"
D000230,Adenocarcinoma,"Adenocarcinoma, Basal Cell#Adenocarcinoma, Granular Cell#Adenocarcinoma, Oxyphilic#Adenocarcinomas#Adenocarcinomas, Basal Cell#Adenocarcinomas, Granular Cell#Adenocarcinomas, Oxyphilic#Adenocarcinomas, Tubular#Adenocarcinoma, Tubular#Adenoma, Malignant#Adenomas, Malignant#Basal Cell Adenocarcinoma#Basal Cell Adenocarcinomas#Carcinoma, Cribriform#Carcinoma, Granular Cell#Carcinomas, Cribriform#Carcinomas, Granular Cell#Carcinomas, Tubular#Carcinoma, Tubular#Cribriform Carcinoma#Cribriform Carcinomas#Granular Cell Adenocarcinoma#Granular Cell Adenocarcinomas#Granular Cell Carcinoma#Granular Cell Carcinomas#Malignant Adenoma#Malignant Adenomas#Oxyphilic Adenocarcinoma#Oxyphilic Adenocarcinomas#Tubular Adenocarcinoma#Tubular Adenocarcinomas#Tubular Carcinoma#Tubular Carcinomas"
D000231,"Adenocarcinoma, Papillary","Adenocarcinomas, Papillary#Papillary Adenocarcinoma#Papillary Adenocarcinomas"
D000236,Adenoma,"Adenoma, Basal Cell#Adenoma, Follicular#Adenoma, Microcystic#Adenoma, Monomorphic#Adenoma, Papillary#Adenomas#Adenomas, Basal Cell#Adenomas, Follicular#Adenomas, Microcystic#Adenomas, Monomorphic#Adenomas, Papillary#Adenomas, Trabecular#Adenoma, Trabecular#Basal Cell Adenoma#Basal Cell Adenomas#Follicular Adenoma#Follicular Adenomas#Microcystic Adenoma#Microcystic Adenomas#Monomorphic Adenoma#Monomorphic Adenomas#Papillary Adenoma#Papillary Adenomas#Trabecular Adenoma#Trabecular Adenomas"
D000257,Adenoviridae Infections,"Adenoviridae Infection#Adenovirus Infection#Adenovirus Infections#Infection, Adenoviridae#Infection, Adenovirus#Infections, Adenoviridae#Infections, Adenovirus"
D000267,Tissue Adhesions,"Adhesions, Surgery-Induced Tissue#Adhesions, Surgical#Adhesions, Tissue#Adhesion, Surgery-Induced Tissue#Adhesion, Surgical#Adhesion, Tissue#Surgery-Induced Tissue Adhesion#Surgery Induced Tissue Adhesions#Surgery-Induced Tissue Adhesions#Surgical Adhesion#Surgical Adhesions#Tissue Adhesion#Tissue Adhesions, Surgery-Induced#Tissue Adhesion, Surgery-Induced"
D000274,Adiposis Dolorosa,"Adiposalgia#Adiposalgias#Adipose Tissue Rheumatism#Adipose Tissue Rheumatisms#Ander's Syndrome#Anders Syndrome#Anders Syndromes#Ander Syndrome#Decum Vitaut Syndrome#Decum-Vitaut Syndrome#Dercum Disease#Dercum, Morbus#Dercum's Disease#Dercums Disease#Dercums, Morbus#Disease, Dercum#Disease, Dercum's#Dolorosa, Lipomatosis#Dolorosas, Lipomatosis#Lipomatosis Dolorosa#Lipomatosis Dolorosas#Morbus Dercum#Morbus Dercums#Rheumatism, Adipose Tissue#Rheumatisms, Adipose Tissue#Syndrome, Anders#Syndrome, Ander's#Syndrome, Decum-Vitaut#Syndromes, Anders#Tissue Rheumatism, Adipose#Tissue Rheumatisms, Adipose"
D000275,Adjustment Disorders,"Adjustment Disorder#Anniversary Reaction#Anniversary Reactions#Depression, Reactive#Depressions, Reactive#Disorder, Adjustment#Disorder, Reactive#Disorders, Adjustment#Disorders, Reactive#Disturbances, Transient Situational#Disturbance, Transient Situational#Reaction, Anniversary#Reactions, Anniversary#Reactive Depression#Reactive Depressions#Reactive Disorder#Reactive Disorders#Situational Disturbances, Transient#Situational Disturbance, Transient#Transient Situational Disturbance#Transient Situational Disturbances"
D000292,Pelvic Inflammatory Disease,"Adnexitis#Disease, Inflammatory Pelvic#Disease, Pelvic Inflammatory#Diseases, Inflammatory Pelvic#Diseases, Pelvic Inflammatory#Inflammatory Disease, Pelvic#Inflammatory Diseases, Pelvic#Inflammatory Pelvic Disease#Inflammatory Pelvic Diseases#Pelvic Disease, Inflammatory#Pelvic Diseases, Inflammatory#Pelvic Inflammatory Diseases"
D000303,Adrenal Cortex Diseases,"Adrenal Cortex Disease#Cortex Disease, Adrenal#Cortex Diseases, Adrenal#Disease, Adrenal Cortex#Diseases, Adrenal Cortex"
D000306,Adrenal Cortex Neoplasms,"Adrenal Cortex Cancer#Adrenal Cortex Cancers#Adrenal Cortex Neoplasm#Adrenocortical Cancer#Adrenocortical Cancers#Cancer, Adrenal Cortex#Cancer, Adrenocortical#Cancer of Adrenal Cortex#Cancer of the Adrenal Cortex#Cancers, Adrenal Cortex#Cancers, Adrenocortical#Neoplasm, Adrenal Cortex#Neoplasms, Adrenal Cortex"
D000307,Adrenal Gland Diseases,"Adrenal Gland Disease#Disease, Adrenal Gland#Diseases, Adrenal Gland#Gland Disease, Adrenal#Gland Diseases, Adrenal"
D000308,Adrenocortical Hyperfunction,"Adrenal Gland Hyperfunction#Hyperadrenalism#Hyperadrenocorticism#Hypercorticism#Hyperfunction, Adrenal Gland#Hyperfunction, Adrenocortical"
D000309,Adrenal Insufficiency,"Adrenal Gland Hypofunction#Adrenal Insufficiencies#Hypoadrenalism#Hypofunction, Adrenal Gland"
D000310,Adrenal Gland Neoplasms,"Adrenal Cancer#Adrenal Cancers#Adrenal Gland Cancer#Adrenal Gland Cancers#Adrenal Gland Neoplasm#Adrenal Neoplasm#Adrenal Neoplasms#Cancer, Adrenal#Cancer, Adrenal Gland#Cancer of the Adrenal Gland#Cancers, Adrenal#Cancers, Adrenal Gland#Neoplasm, Adrenal#Neoplasm, Adrenal Gland#Neoplasms, Adrenal#Neoplasms, Adrenal Gland"
D000312,"Adrenal Hyperplasia, Congenital","Adrenal Hyperplasias, Congenital#Congenital Adrenal Hyperplasia#Congenital Adrenal Hyperplasias#Hyperplasia, Congenital Adrenal#Hyperplasias, Congenital Adrenal"
D000326,Adrenoleukodystrophy,"Addison Disease and Cerebral Sclerosis#Adrenoleukodystrophy, X-Linked#Adrenomyeloneuropathy#ALD#ALD (Adrenoleukodystrophy)#AMN, INCLUDED#Bronze Schilder Disease#Leukodystrophies, Melanodermic#Leukodystrophy, Melanodermic#Melanodermic Leukodystrophy#MELANODERMIC LEUKODYSTROPHY ADRENOMYELONEUROPATHY, INCLUDED#Schilder Addison Complex#Schilder-Addison Complex#Siemerling Creutzfeldt Disease#Siemerling-Creutzfeldt Disease#X ALD#X-ALD#X ALD (X Linked Adrenoleukodystrophy)#X-ALD (X-Linked Adrenoleukodystrophy)#X Linked Adrenoleukodystrophy#X-Linked Adrenoleukodystrophy"
D000341,"Affective Disorders, Psychotic","Affective Disorder, Psychotic#Affective Psychoses#Depression, Reactive, Psychotic#Disorder, Psychotic Affective#Disorders, Psychotic Affective#Mood Disorder, Psychotic#Mood Disorders, Psychotic#Psychoses, Affective#Psychotic Affective Disorder#Psychotic Affective Disorders#Psychotic Mood Disorder#Psychotic Mood Disorders"
D000361,Agammaglobulinemia,"AGAMMAGLOBULINEMIA 1, AUTOSOMAL RECESSIVE#AGAMMAGLOBULINEMIA 2, AUTOSOMAL RECESSIVE#AGAMMAGLOBULINEMIA 3, AUTOSOMAL RECESSIVE#AGAMMAGLOBULINEMIA 4, AUTOSOMAL RECESSIVE#AGAMMAGLOBULINEMIA 5, AUTOSOMAL DOMINANT#AGAMMAGLOBULINEMIA 6, AUTOSOMAL RECESSIVE#AGAMMAGLOBULINEMIA 8, AUTOSOMAL DOMINANT#AGAMMAGLOBULINEMIA, AUTOSOMAL DOMINANT, DUE TO LRRC8A DEFECT#AGAMMAGLOBULINEMIA, AUTOSOMAL DOMINANT, DUE TO TCF3 DEFECT#AGAMMAGLOBULINEMIA, AUTOSOMAL RECESSIVE, DUE TO BLNK DEFECT#AGAMMAGLOBULINEMIA, AUTOSOMAL RECESSIVE, DUE TO CD79A DEFECT#AGAMMAGLOBULINEMIA, AUTOSOMAL RECESSIVE, DUE TO CD79B DEFECT#AGAMMAGLOBULINEMIA, AUTOSOMAL RECESSIVE, DUE TO IGHM DEFECT#AGAMMAGLOBULINEMIA, AUTOSOMAL RECESSIVE, DUE TO IGLL1 DEFECT#Agammaglobulinemias#AGM1#AGM2#AGM3#AGM4#AGM5#AGM6#AGM8#Hypogammaglobulinemia#Hypogammaglobulinemias"
D000370,Ageusia,"Ageusia, Hysterical#Ageusias, Hysterical#Hypogeusia#Hypogeusias#Hysterical Ageusia#Hysterical Ageusias#Taste Blindness#Taste-Blindness"
D000377,Agnosia,"Agnosia, Auditory#Agnosia, Body-Image#Agnosia, Congenital Auditory#Agnosia, Developmental#Agnosia, Finger#Agnosia for Pain#Agnosia for Smell#Agnosia for Taste#Agnosia for Tastes#Agnosia for Temperature#Agnosia, Gustatory#Agnosia, Ideational#Agnosia, Olfactory#Agnosia, Position#Agnosias#Agnosias, Auditory#Agnosias, Body-Image#Agnosias, Congenital Auditory#Agnosias, Developmental#Agnosia, Sensory#Agnosias, Finger#Agnosias, Ideational#Agnosias, Olfactory#Agnosia, Somatosensory#Agnosias, Position#Agnosias, Sensory#Agnosias, Somatosensory#Agnosias, Tactile#Agnosias, Time#Agnosias, Topographical#Agnosias, Visual#Agnosias, Visuospatial#Agnosia, Tactile#Agnosia, Time#Agnosia, Topographical#Agnosia, Visual#Agnosia, Visuospatial#Anosognosia#Anosognosias#Auditory Agnosia#Auditory Agnosia, Congenital#Auditory Agnosias#Auditory Agnosias, Congenital#Body Image Agnosia#Body-Image Agnosia#Body-Image Agnosias#Congenital Auditory Agnosia#Congenital Auditory Agnosias#Developmental Agnosia#Developmental Agnosias#Finger Agnosia#Finger Agnosias#Gustatory Agnosia#Ideational Agnosia#Ideational Agnosias#Olfactory Agnosia#Olfactory Agnosias#Position Agnosia#Position Agnosias#Sensory Agnosia#Sensory Agnosias#Somatosensory Agnosia#Somatosensory Agnosias#Syndromes, Visual Disorientation#Syndrome, Visual Disorientation#Tactile Agnosia#Tactile Agnosias#Time Agnosia#Time Agnosias#Topographical Agnosia#Topographical Agnosias#Visual Agnosia#Visual Agnosia for Objects#Visual Agnosias#Visual Disorientation Syndrome#Visual Disorientation Syndromes#Visuospatial Agnosia#Visuospatial Agnosias"
D000379,Agoraphobia,
D000380,Agranulocytosis,Agranulocytoses#Granulocytopenia#Granulocytopenias
D000381,Agraphia,"Acquired Agraphia#Acquired Agraphias#Acquired Dysgraphia#Acquired Dysgraphias#Agraphia, Acquired#Agraphia, Constructional#Agraphia, Developmental#Agraphia, Pure#Agraphias#Agraphias, Acquired#Agraphias, Constructional#Agraphias, Developmental#Agraphias, Pure#Constructional Agraphia#Constructional Agraphias#Developmental Agraphia#Developmental Agraphias#Developmental Dysgraphia#Developmental Dysgraphias#Dysgraphia#Dysgraphia, Acquired#Dysgraphia, Developmental#Dysgraphias#Dysgraphias, Acquired#Dysgraphias, Developmental#Pure Agraphia#Pure Agraphias"
D000382,Agricultural Workers' Diseases,"Agricultural Worker Disease#Agricultural Worker Diseases#Agricultural Worker's Disease#Agricultural Workers Disease#Agricultural Workers' Disease#Agricultural Worker's Diseases#Agricultural Workers Diseases#Disease, Agricultural Worker#Disease, Agricultural Worker's#Disease, Agricultural Workers'#Diseases, Agricultural Worker#Diseases, Agricultural Worker's#Diseases, Agricultural Workers'#Worker Disease, Agricultural#Worker Diseases, Agricultural#Worker's Disease, Agricultural#Workers' Disease, Agricultural#Worker's Diseases, Agricultural#Workers' Diseases, Agricultural"
D000386,AIDS-Related Complex,"AIDS Related Complex#ARC#Complex, AIDS-Related#Lymphadenopathy Syndrome#Lymphadenopathy Syndromes#Syndrome, Lymphadenopathy#Syndromes, Lymphadenopathy"
D000402,Airway Obstruction,"Airway Obstructions#Choking#Obstruction, Airway#Obstructions, Airway"
D000405,Akinetic Mutism,"Akinetic Autism#Akinetic Mutisms#Autism, Akinetic#Coma Vigil#Coma Vigilans#Mutism, Akinetic#Vigil, Coma#Vigils, Coma"
D000419,Albuminuria,
D000430,Alcohol Withdrawal Delirium,"Alcohol Withdrawal Associated Autonomic Hyperactivity#Alcohol Withdrawal Hallucinosis#Alcohol Withdrawal Induced Delirium Tremens#Alcohol Withdrawal-Induced Delirium Tremens#Autonomic Hyperactivity, Alcohol Withdrawal Associated#Delirium, Alcohol Withdrawal#Delirium Tremens#Delirium Tremens, Alcohol Withdrawal Induced#Hallucinosis, Alcohol Withdrawal"
D000435,Alcoholic Intoxication,"Drunkenness#Drunkennesses#Intoxication, Alcoholic"
D000437,Alcoholism,"Abuse, Alcohol#Addiction, Alcohol#Alcohol Abuse#Alcohol Addiction#Alcohol Dependence#Alcoholic Intoxication, Chronic#ALCOHOLISM#Alcohol Use Disorder#Alcohol Use Disorders#Chronic Alcoholic Intoxication#Dependence, Alcohol#Intoxication, Chronic Alcoholic#Use Disorder, Alcohol#Use Disorders, Alcohol"
D000471,Alkalosis,
D000472,"Alkalosis, Respiratory","Alkaloses, Respiratory#Respiratory Alkaloses#Respiratory Alkalosis"
D000505,Alopecia,"AGA1#Alopecia, Androgenetic#ALOPECIA, ANDROGENETIC, 1#Alopecia, Androgenic#Alopecia Cicatrisata#Alopecia Cicatrisatas#Alopecia, Male Pattern#Alopecias, Androgenic#Androgenetic Alopecia#ANDROGENETIC ALOPECIA;AGA  BALDNESS, MALE PATTERN, INCLUDED#Androgenic Alopecia#Androgenic Alopecias#Baldness#Baldness, Female Pattern#Baldness, Male Pattern#Baldness, Pattern#Female Pattern Baldness#Hair Loss#Hair Losses#Losses, Hair#Loss, Hair#Male Pattern Alopecia#Male Pattern Baldness#MPB, INCLUDED#Pattern Baldness#Pseudopelade"
D000506,Alopecia Areata,
D000532,Altitude Sickness,"Altitude Hypoxia#Altitude Hypoxias#Hypoxia, Altitude#Mountain Sickness#Sickness, Altitude#Sickness, Mountain"
D000542,"Alveolitis, Extrinsic Allergic","Allergic Alveolitides, Extrinsic#Allergic Alveolitis, Extrinsic#Alveolitides, Extrinsic Allergic#Extrinsic Allergic Alveolitides#Extrinsic Allergic Alveolitis#Hypersensitivity Pneumonitides#Hypersensitivity Pneumonitis#Pneumonitides, Hypersensitivity#Pneumonitis, Hypersensitivity"
D000544,Alzheimer Disease,"Acute Confusional Senile Dementia#AD#AD1, INCLUDED#Alzheimer Dementia#Alzheimer Dementias#Alzheimer Disease, Early Onset#ALZHEIMER DISEASE, EARLY-ONSET, WITH CEREBRAL AMYLOID ANGIOPATHY, INCLUDED#Alzheimer Disease, Familial (FAD)#Alzheimer Disease, Late Onset#ALZHEIMER DISEASE, PROTECTION AGAINST, INCLUDED#Alzheimer Diseases, Familial (FAD)#Alzheimer Sclerosis#Alzheimer's Disease#Alzheimer's Disease, Focal Onset#Alzheimer Syndrome#Alzheimer Type Dementia#Alzheimer Type Dementia (ATD)#Alzheimer-Type Dementia (ATD)#Alzheimer Type Senile Dementia#Dementia, Alzheimer#Dementia, Alzheimer Type#Dementia, Alzheimer-Type (ATD)#Dementia, Presenile#Dementia, Primary Senile Degenerative#Dementias, Alzheimer#Dementia, Senile#Early Onset Alzheimer Disease#Familial Alzheimer Disease (FAD)#Familial Alzheimer Diseases (FAD)#Focal Onset Alzheimer's Disease#Late Onset Alzheimer Disease#Presenile Alzheimer Dementia#PRESENILE AND SENILE DEMENTIA ALZHEIMER DISEASE, FAMILIAL, 1, INCLUDED#Presenile Dementia#Primary Senile Degenerative Dementia#Sclerosis, Alzheimer#Senile Dementia#Senile Dementia, Acute Confusional#Senile Dementia, Alzheimer Type"
D000550,Amblyopia,"Amblyopia, Anisometropic#Amblyopia, Developmental#Amblyopias#Amblyopias, Anisometropic#Amblyopias, Developmental#Amblyopias, Stimulus Deprivation-Induced#Amblyopias, Suppression#Amblyopia, Stimulus Deprivation Induced#Amblyopia, Stimulus Deprivation-Induced#Amblyopia, Suppression#Anisometropic Amblyopia#Anisometropic Amblyopias#Deprivation-Induced Amblyopias, Stimulus#Deprivation-Induced Amblyopia, Stimulus#Developmental Amblyopia#Developmental Amblyopias#Eye, Lazy#Eyes, Lazy#Lazy Eye#Lazy Eyes#Stimulus Deprivation Induced Amblyopia#Stimulus Deprivation-Induced Amblyopia#Stimulus Deprivation-Induced Amblyopias#Suppression Amblyopia#Suppression Amblyopias"
D000562,Amebiasis,"Abscess, Amebic#Abscesses, Amebic#Acanthamoeba Infection#Acanthamoeba Infections#Amebiases#Amebic Abscess#Amebic Abscesses#Ameboma#Amebomas#Amoebiases#Amoebiasis#Balamuthia Infection#Balamuthia Infections#Infection, Acanthamoeba#Infection, Balamuthia#Iodamoebiases#Iodamoebiasis"
D000568,Amenorrhea,"Amenorrhea, Postpartum#Postpartum Amenorrhea#Postpartum Amenorrheas"
D000608,Renal Aminoacidurias,"Aminoaciduria, Renal#Aminoacidurias, Renal#Renal Aminoaciduria"
D000647,Amnesia,"Amnesia, Dissociative#Amnesia, Global#Amnesia, Hysterical#Amnesia Memory Loss#Amnesia-Memory Loss#Amnesia-Memory Losses#Amnesias#Amnesias, Dissociative#Amnesias, Global#Amnesias, Hysterical#Amnesias, Tactile#Amnesias, Temporary#Amnesia, Tactile#Amnesia, Temporary#Amnestic State#Amnestic States#Dissociative Amnesia#Dissociative Amnesias#Global Amnesia#Global Amnesias#Hysterical Amnesia#Hysterical Amnesias#State, Amnestic#States, Amnestic#Tactile Amnesia#Tactile Amnesias#Temporary Amnesia#Temporary Amnesias"
D000648,"Amnesia, Retrograde","Amnesia, Pre Ictal#Amnesia, Pre-Ictal#Amnesias, Pre-Ictal#Amnesias, Retrograde#Memory Losses, Pre-Ictal#Memory Losses, Retrograde#Memory Loss, Pre-Ictal#Memory Loss, Retrograde#Pre-Ictal Amnesia#Pre-Ictal Amnesias#Pre Ictal Memory Loss#Pre-Ictal Memory Loss#Pre-Ictal Memory Losses#Retrograde Amnesia#Retrograde Amnesias#Retrograde Memory Loss#Retrograde Memory Losses"
D000686,Amyloidosis,
D000690,Amyotrophic Lateral Sclerosis,"ALS (Amyotrophic Lateral Sclerosis)#Amyotrophic Lateral Sclerosis, Guam Form#Amyotrophic Lateral Sclerosis Parkinsonism Dementia Complex 1#Amyotrophic Lateral Sclerosis-Parkinsonism-Dementia Complex 1#Amyotrophic Lateral Sclerosis, Parkinsonism Dementia Complex of Guam#Amyotrophic Lateral Sclerosis, Parkinsonism-Dementia Complex of Guam#Amyotrophic Lateral Sclerosis With Dementia#Charcot Disease#Dementia With Amyotrophic Lateral Sclerosis#Disease, Guam#Disease, Lou-Gehrigs#Gehrig Disease#Gehrig's Disease#Gehrigs Disease#Guam Disease#Guam Form of Amyotrophic Lateral Sclerosis#Lou Gehrig Disease#Lou Gehrig's Disease#Lou-Gehrigs Disease#Motor Neuron Disease, Amyotrophic Lateral Sclerosis#Sclerosis, Amyotrophic Lateral"
D000707,Anaphylaxis,"Anaphylactic Reaction#Anaphylactic Reactions#Anaphylactic Shock#Reaction, Anaphylactic#Reactions, Anaphylactic#Shock, Anaphylactic"
D000740,Anemia,
